54,1412,"{131.0, 52.0}"
55,1412,"{131.0, 15.0}"
11,1245,"{137.0, 138.0, 23.0}"
63,1312,"{18.0, 28.0}"
147,1944,"{105.0, 26.0, 117.0}"
80,2392,{57.0}
4,1150,"{137.0, 138.0}"
145,1910,"{18.0, 54.0, 56.0, 89.0, 26.0}"
29,742,{24.0}
26,654,{30.0}
117,917,"{121.0, 122.0}"
9,1510,"{137.0, 138.0, 25.0}"
159,16772,"{134.0, 107.0, 112.0, 21.0, 24.0, 29.0}"
28,802,{0.0}
106,1092,"{56.0, 54.0}"
128,2260,"{12.0, 7.0, 14.0, 95.0}"
157,8984,{134.0}
12,1245,"{24.0, 137.0, 138.0}"
32,846,{121.0}
156,1182,"{56.0, 18.0, 111.0}"
25,706,{52.0}
23,706,{56.0}
6,1436,"{137.0, 138.0, 15.0}"
129,1629,"{6.0, 95.0}"
126,1112,{95.0}
21,630,{29.0}
17,754,{23.0}
160,9581,"{107.0, 112.0, 21.0, 86.0, 57.0}"
122,1202,"{1.0, 121.0}"
53,1479,"{131.0, 30.0}"
119,1162,"{121.0, 122.0, 111.0}"
154,1279,"{56.0, 89.0, 18.0, 54.0}"
22,802,{1.0}
36,1753,"{14.0, 7.0}"
65,1587,"{56.0, 18.0, 28.0, 54.0}"
71,1588,"{105.0, 28.0, 117.0}"
136,1333,"{131.0, 111.0}"
144,2397,"{56.0, 18.0, 26.0, 3.0}"
73,1320,"{28.0, 117.0}"
62,1094,"{1.0, 98.0}"
143,1284,"{1.0, 95.0}"
75,1280,"{12.0, 15.0}"
64,1901,"{56.0, 18.0, 3.0, 28.0}"
124,1124,"{0.0, 121.0}"
57,1412,"{18.0, 131.0}"
30,754,{25.0}
98,2756,{86.0}
108,1330,"{98.0, 6.0}"
new component
